"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","url","categoryName"
"TANA","4.2","242","2919 Metairie Rd","Metairie","Louisiana","US","http://www.tanaitalian.com/","(504) 533-8262","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=TANA&query_place_id=ChIJs1EQvM6xIIYRz8zire2xSX0","Restaurant"
"Zuby's Restaurant and Bar","4.5","6","4 Galleria Blvd","Metairie","Louisiana","US","http://www.marriott.com/msyms","(504) 837-6707","American restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Zuby's%20Restaurant%20and%20Bar&query_place_id=ChIJWZNCPPixIIYRW5S_OW_ODwE","American restaurant"
"The Galley Seafood","4.3","660","2535 Metairie Rd","Metairie","Louisiana","US",,"(504) 832-0955","Seafood restaurant","Restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=The%20Galley%20Seafood&query_place_id=ChIJk0sNagKwIIYRKEKB2D-0jR8","Seafood restaurant"
"Little Tokyo Restaurant","4.4","1335","2300 N Causeway Blvd","Metairie","Louisiana","US","https://www.littletokyonola.com/","(504) 831-6788","Sushi restaurant","Asian restaurant","Chicken restaurant","Japanese restaurant","Lunch restaurant","Takeout Restaurant","Ramen restaurant","Seafood restaurant","Sushi takeaway","Yakisoba Restaurant","https://www.google.com/maps/search/?api=1&query=Little%20Tokyo%20Restaurant&query_place_id=ChIJZe6vMBuwIIYRCifxF01jK0w","Sushi restaurant"
"Bears PoBoys","4.6","1312","3206 Metairie Rd","Metairie","Louisiana","US","https://www.bearspoboys.com/","(504) 833-9226","American restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bears%20PoBoys&query_place_id=ChIJH4DVAwewIIYRjzvu1_Qb_Zc","American restaurant"
"Bianka Restaurants","4.7","920","3434 Veterans Memorial Blvd Suite 200","Metairie","Louisiana","US","http://www.biankarestaurants.com/","(504) 766-0520","Fine dining restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bianka%20Restaurants&query_place_id=ChIJW70-tQWxIIYRzmxTirvFGsk","Fine dining restaurant"
"Savvy Sliders","4.2","55","2565 Metairie Rd","Metairie","Louisiana","US","https://www.savvysliders.com/locations/metairie-2/?utm_source=Google&utm_medium=Organic&utm_campaign=LocalSEO","(504) 732-5555","Fast food restaurant","Chicken restaurant","Chicken shop","Chicken wings restaurant","Dessert shop","Fried chicken takeaway","Hamburger restaurant","Takeout Restaurant","Sandwich shop",,"https://www.google.com/maps/search/?api=1&query=Savvy%20Sliders&query_place_id=ChIJ8waKifGxIIYRDGCa7M-ebfA","Fast food restaurant"
"Rock-n-Sake Bar & Sushi","4.6","706","2913 Metairie Rd","Metairie","Louisiana","US","https://rocknsake.com/","(504) 267-9761","Sushi restaurant","Asian restaurant","Bar","Event venue","Japanese restaurant","Restaurant",,,,,"https://www.google.com/maps/search/?api=1&query=Rock-n-Sake%20Bar%20%26%20Sushi&query_place_id=ChIJd4SLQwGwIIYRjLvZBgpM7mg","Sushi restaurant"
"Moe's Original BBQ","4.5","798","1101 N Causeway Blvd","Metairie","Louisiana","US","https://www.moesoriginalbbq.com/metairie","(504) 407-3533","Barbecue restaurant","Bar","Caterer","Restaurant","Seafood restaurant","Southern restaurant (US)",,,,,"https://www.google.com/maps/search/?api=1&query=Moe's%20Original%20BBQ&query_place_id=ChIJ_yHzBzexIIYR0H38tveIluc","Barbecue restaurant"
"Causeway Bar & Grill","4.7","160","2800 N Causeway Blvd","Metairie","Louisiana","US","https://causewaybarandgrill.com/","(504) 838-9128","American restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Causeway%20Bar%20%26%20Grill&query_place_id=ChIJTwZQBOyxIIYR4fjsSTw0qss","American restaurant"
"Hedges Bar & Grill","4.4","16","4 Galleria Blvd","Metairie","Louisiana","US",,"(504) 620-9412","Restaurant","Bar",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Hedges%20Bar%20%26%20Grill&query_place_id=ChIJC70JaR-wIIYRJ2rduQ_jOxg","Restaurant"
"Cork Wine & Martini Bar","4.3","306","4612 Quincy St","Metairie","Louisiana","US","https://cork504.com/","(504) 605-3299","Restaurant","Bar","Live music venue","Lunch restaurant","Cocktail bar","Wine bar",,,,,"https://www.google.com/maps/search/?api=1&query=Cork%20Wine%20%26%20Martini%20Bar&query_place_id=ChIJERoruliwIIYRrScI8ekRUWg","Restaurant"
"Chez Pierre French Bakery & Café","4.4","728","3208 Clearview Pkwy","Metairie","Louisiana","US",,"(504) 467-3176","Bakery","Cafe","Coffee shop","Internet cafe","Vietnamese restaurant","Wedding bakery",,,,,"https://www.google.com/maps/search/?api=1&query=Chez%20Pierre%20French%20Bakery%20%26%20Caf%C3%A9&query_place_id=ChIJXdc8wliwIIYRSixdJkBf0YE","Bakery"
"Jamaican Jerk House 2","4.4","103","4445 Veterans Memorial Blvd","Metairie","Louisiana","US","https://jamaicanjerkhouse.com/","(504) 266-0613","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Jamaican%20Jerk%20House%202&query_place_id=ChIJx14yQI6xIIYRczLFRFlYvoY","Restaurant"
"Pandan Teahouse","5","3","3208 Clearview Pkwy","Metairie","Louisiana","US",,,"Bubble tea store","Vietnamese restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pandan%20Teahouse&query_place_id=ChIJ4SlPlViwIIYRhdIYaKDdeTg","Bubble tea store"
"Joe's Caddy Corner Bar & Grill","4.3","121","4532 S I-10 Service Rd W","Metairie","Louisiana","US","https://www.facebook.com/Joescaddycornerbar/","(504) 885-1164","Bar & grill","Restaurant","Sports bar",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Joe's%20Caddy%20Corner%20Bar%20%26%20Grill&query_place_id=ChIJs2BMAV6wIIYR02F-szIF3Bg","Bar & grill"
"MARY J'S SEAFOOD","4.4","26","3120 Clearview Pkwy","Metairie","Louisiana","US","http://maryjseafood.com/","(504) 459-2954","Seafood restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=MARY%20J'S%20SEAFOOD&query_place_id=ChIJIWvKuFiwIIYRS7CC2rpXXvA","Seafood restaurant"
"Panera Bread","4","1005","4848 Veterans Blvd","Metairie","Louisiana","US","https://www.panerabread.com/en-us/cafe/locations/la/metairie/4848-veterans-boulevard?utm_medium=local&utm_source=google&utm_campaign=dpm-dist&utm_term=202617&utm_content=main","(504) 293-4760","Cafe","Bakery","Breakfast restaurant","Caterer","Coffee shop","Delivery service","Takeout Restaurant","Salad shop","Sandwich shop","Soup restaurant","https://www.google.com/maps/search/?api=1&query=Panera%20Bread&query_place_id=ChIJ8QhiKvewIIYRo-6i67yalDQ","Cafe"
"Hooters","4.2","1728","4748 Veterans Blvd","Metairie","Louisiana","US","https://www.hooters.com/locations/31501-metairie?utm_source=google&utm_medium=organic&utm_campaign=gmb-website-cta-metairie-la-metairie","(504) 889-0160","Restaurant","American restaurant","Bar & grill","Chicken restaurant","Chicken wings restaurant","Hamburger restaurant","Delivery Restaurant","Takeout Restaurant","Sports bar","Seafood restaurant","https://www.google.com/maps/search/?api=1&query=Hooters&query_place_id=ChIJF9XCcFmwIIYRbuE9V2lTPMw","Restaurant"
"Cedar Pharmacy Nola","4.6","105","5029 Veterans Memorial Blvd Ste C","Metairie","Louisiana","US","https://www.cedarpharmacynola.com/","(504) 571-5124","Pharmacy","Grocery store","Halal restaurant","Middle Eastern restaurant",,,,,,,"https://www.google.com/maps/search/?api=1&query=Cedar%20Pharmacy%20Nola&query_place_id=ChIJX4XvDjyxIIYR3ftqR863qjo","Pharmacy"
"Smoothie King","4.1","155","4539 Veterans Blvd","Metairie","Louisiana","US","https://locations.smoothieking.com/ll/us/la/metairie/4539-veterans-blvd/?utm_source=google&utm_medium=organic&utm_content=SOCi","(504) 457-3233","Juice shop","Açaí shop","Breakfast restaurant","Fast food restaurant","Health food restaurant","Lunch restaurant","Delivery Restaurant","Vitamin & supplements store",,,"https://www.google.com/maps/search/?api=1&query=Smoothie%20King&query_place_id=ChIJ56v1_1qwIIYRqwQDwyi127Q","Juice shop"
"Smoothie King","4.5","249","2222 Clearview Pkwy Ste. G","Metairie","Louisiana","US","https://locations.smoothieking.com/ll/us/la/metairie/2222-clearview-pkwy-ste-g/?utm_source=google&utm_medium=organic&utm_content=SOCi","(504) 454-8002","Juice shop","Açaí shop","Breakfast restaurant","Fast food restaurant","Health food restaurant","Lunch restaurant","Delivery Restaurant","Vitamin & supplements store",,,"https://www.google.com/maps/search/?api=1&query=Smoothie%20King&query_place_id=ChIJpxpI6GCwIIYR5eoiCDzmiow","Juice shop"
"Fat Boy's Pizza","4.3","1307","2565 Metairie Rd","Metairie","Louisiana","US","https://www.eatfatboyspizza.com/","(504) 345-2182","Pizza restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Fat%20Boy's%20Pizza&query_place_id=ChIJfbF_bNuxIIYRmBnowy2JGss","Pizza restaurant"
"Achi Sushi & Hibachi","4.3","482","1521 N Causeway Blvd","Metairie","Louisiana","US",,"(504) 309-4253","Japanese restaurant","Sushi restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Achi%20Sushi%20%26%20Hibachi&query_place_id=ChIJg_GvMBuwIIYRbjMEkc7PtUY","Japanese restaurant"
"Shipley Do-Nuts","4.4","372","2561 Metairie Rd","Metairie","Louisiana","US","https://shipleydonuts.com/locations/2561-metairie-rd","(504) 264-7351","Donut shop","Breakfast restaurant","Coffee shop","Dessert shop","Fast food restaurant","Pastry shop","Snack bar",,,,"https://www.google.com/maps/search/?api=1&query=Shipley%20Do-Nuts&query_place_id=ChIJoZF0MQKwIIYRzVAFy9i8F5U","Donut shop"
"Raising Cane's Chicken Fingers","4.5","871","5817 Airline Dr","Metairie","Louisiana","US","https://www.raisingcanes.com/","(504) 733-1051","Fast food restaurant","American restaurant","Chicken restaurant","Southern restaurant (US)",,,,,,,"https://www.google.com/maps/search/?api=1&query=Raising%20Cane's%20Chicken%20Fingers&query_place_id=ChIJfUna4YKwIIYRzRg0p-67Nso","Fast food restaurant"
"Sonic Drive-In","4","1086","5725 Airline Dr","Metairie","Louisiana","US","http://www.sonicdrivein.com/locations/us/la/metairie/5725-airline-drive/store-5126?utm_source=google-my-business&utm_medium=organic&utm_campaign=website-link&y_source=1_MjAzMzg1MzIyNC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","(504) 731-8774","Fast food restaurant","American restaurant","Breakfast restaurant","Chicken restaurant","Delivery service","Hamburger restaurant","Hot dog restaurant","Hot dog stand","Ice cream shop","Restaurant","https://www.google.com/maps/search/?api=1&query=Sonic%20Drive-In&query_place_id=ChIJke8uq4OwIIYR2gu_tw7JqCQ","Fast food restaurant"
"504 Shawarma & Falafel","4.9","71","5024 W Esplanade Ave","Metairie","Louisiana","US",,"(504) 308-3600","Middle Eastern restaurant","Restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=504%20Shawarma%20%26%20Falafel&query_place_id=ChIJO3H9OTCxIIYRsfE_rhY2PTY","Middle Eastern restaurant"
"La Hacienda 504","4.7","128","4426 Transcontinental Dr","Metairie","Louisiana","US","https://lahacienda504restaurant.com/","(504) 459-2463","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=La%20Hacienda%20504&query_place_id=ChIJ1VcBabWxIIYRHqnhAm_6K7U","Restaurant"
"Fusion Cafe","4.7","367","5000 1/2 W Esplanade Ave","Metairie","Louisiana","US","https://fusioncafe.kitchen/","(504) 309-4991","Vietnamese restaurant","Asian fusion restaurant","Japanese restaurant",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Fusion%20Cafe&query_place_id=ChIJKRdSB-OwIIYRF5g0x9gXWSI","Vietnamese restaurant"
"Austins Seafood & Steakhouse","4.6","897","5101 W Esplanade Ave","Metairie","Louisiana","US","https://mredsrestaurants.com/austins","(504) 888-5533","Steak house","Bar","Restaurant","Seafood restaurant",,,,,,,"https://www.google.com/maps/search/?api=1&query=Austins%20Seafood%20%26%20Steakhouse&query_place_id=ChIJTSnGNeKwIIYR8RHjmKQSJxY","Steak house"
"Empty Nest Cafe And Bar","4.3","133","5050 W Esplanade Ave STE H","Metairie","Louisiana","US",,"(504) 455-7040","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Empty%20Nest%20Cafe%20And%20Bar&query_place_id=ChIJw-jY0OOwIIYRKLkYYkxAv-0","Restaurant"
"Chongqing Restaurant","4.4","121","5050 W Esplanade Ave","Metairie","Louisiana","US","http://www.chongqingmetairie.com/?utm_source=gmb&utm_medium=website","(504) 882-9922","Chinese restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Chongqing%20Restaurant&query_place_id=ChIJw-jY0OOwIIYRh7dAeQc-I3o","Chinese restaurant"
"Mawi Tortillas","4.6","199","5050 W Esplanade Ave Ste C","Metairie","Louisiana","US","http://www.mawitortillas.com/","(504) 644-2624","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mawi%20Tortillas&query_place_id=ChIJWdgs1-OwIIYRTv8h_7gp1Q0","Restaurant"
"Smoothie King","4.3","307","5803 Airline Dr","Metairie","Louisiana","US","https://locations.smoothieking.com/ll/us/la/metairie/5803-airline-drive/?utm_source=google&utm_medium=organic&utm_content=SOCi","(504) 734-3994","Juice shop","Breakfast restaurant","Fast food restaurant","Health food restaurant","Lunch restaurant","Delivery Restaurant","Vitamin & supplements store",,,,"https://www.google.com/maps/search/?api=1&query=Smoothie%20King&query_place_id=ChIJ7S02856wIIYRn2Gq8GCLuvs","Juice shop"
"STAR WOK","4.3","168","4931 W Esplanade Ave A","Metairie","Louisiana","US","http://starwokla.com/","(504) 885-8698","Chinese restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=STAR%20WOK&query_place_id=ChIJD8qEIOOwIIYRYOJABrucjJw","Chinese restaurant"
"The Pizza Shoppe (Bronx Italian street food)","4.6","227","5101 W Esplanade Ave #4","Metairie","Louisiana","US","https://thepizzashoppe.us/","(504) 779-0770","Pizza restaurant","Delivery Restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=The%20Pizza%20Shoppe%20(Bronx%20Italian%20street%20food)&query_place_id=ChIJTSnGNeKwIIYRDSYxgXUAgh0","Pizza restaurant"
"Tastee Donuts","4.1","451","5000 W Esplanade Ave","Metairie","Louisiana","US","http://facebook.com/tasteedonuts","(504) 455-7165","Donut shop","Breakfast restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Tastee%20Donuts&query_place_id=ChIJKRdSB-OwIIYRdVRAlllgZwI","Donut shop"
"Las Cruces Tex Mex","4.3","465","2935 Airline Dr","Metairie","Louisiana","US","https://lascrucestexmex.com/","(504) 383-6800","Mexican restaurant","Bar","Latin American restaurant","Restaurant",,,,,,,"https://www.google.com/maps/search/?api=1&query=Las%20Cruces%20Tex%20Mex&query_place_id=ChIJL0mkV4yxIIYRRyaPUnk8-bo","Mexican restaurant"
"Loft18 Metairie","4.5","775","3128 Metairie Rd","Metairie","Louisiana","US","https://www.loft18.com/","(504) 827-1059","Bar & grill","Indoor golf course","Restaurant","Sports bar",,,,,,,"https://www.google.com/maps/search/?api=1&query=Loft18%20Metairie&query_place_id=ChIJXStX4AawIIYRYxPvrK_ArCs","Bar & grill"
"Phở Orchid Express","4.7","327","1401 Airline Dr","Metairie","Louisiana","US",,"(504) 301-3368","Vietnamese restaurant","Pho restaurant","Restaurant",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20Orchid%20Express&query_place_id=ChIJBbEG5FelIIYRNIbyhPpCq_E","Vietnamese restaurant"
"Unagi & Sushi","4.4","159","2701 Airline Dr #A","Metairie","Louisiana","US","http://unagiandsushi.com/","(504) 304-8453","Japanese restaurant","Beer hall","Restaurant","Sushi restaurant","Wine bar",,,,,,"https://www.google.com/maps/search/?api=1&query=Unagi%20%26%20Sushi&query_place_id=ChIJHeipxUmxIIYR-dOwsUqbhmA","Japanese restaurant"
"Brasa Churrasqueria","4.5","373","2037 Metairie Rd","Metairie","Louisiana","US","http://www.brasachurrasqueria.com/","(504) 570-6338","Steak house","Restaurant","South American restaurant",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Brasa%20Churrasqueria&query_place_id=ChIJaXngyvyvIIYRa3McSyB3Jxc","Steak house"
"Felipes's Mexican Taqueria","4.7","686","2004 Metairie Rd","Metairie","Louisiana","US","https://www.felipestaqueria.com/locations/louisiana/metairie-rd/","(504) 676-5574","Mexican restaurant","Burrito restaurant","Caterer","Cocktail bar","Lunch restaurant","Restaurant","Taco restaurant",,,,"https://www.google.com/maps/search/?api=1&query=Felipes's%20Mexican%20Taqueria&query_place_id=ChIJYfjRwmevIIYRsOb_EXKSOww","Mexican restaurant"
"El Sabor 5 Estrellas","4.5","137","3343 Metairie Rd","Metairie","Louisiana","US",,"(504) 304-8438","Honduran restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=El%20Sabor%205%20Estrellas&query_place_id=ChIJ-RvFKdyxIIYR00aslMqoV_Q","Honduran restaurant"
"Cafe Royale","4.1","61","3343 Metairie Rd","Metairie","Louisiana","US","http://www.ordercaferoyale.com/","(504) 304-8438","Breakfast restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cafe%20Royale&query_place_id=ChIJ6Umg2AewIIYRF-NavAWI5sA","Breakfast restaurant"
"Smoothie Time","4.4","62","100 N Labarre Rd D","Metairie","Louisiana","US","http://www.smoothietimenola.com/","(504) 309-5126","Health food restaurant","Juice shop",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Smoothie%20Time&query_place_id=ChIJr1KGKUewIIYRduvSCAT6wiU","Health food restaurant"
"Smoothie King","4.4","57","Corner of Airline &, N Labarre Rd ste. N","Metairie","Louisiana","US","https://locations.smoothieking.com/ll/us/la/metairie/2701-airline-drive-ste-n/?utm_source=google&utm_medium=organic&utm_content=SOCi","(504) 837-4020","Juice shop","Açaí shop","Breakfast restaurant","Fast food restaurant","Health food restaurant","Lunch restaurant","Delivery Restaurant","Vitamin & supplements store",,,"https://www.google.com/maps/search/?api=1&query=Smoothie%20King&query_place_id=ChIJF_GCcgCwIIYRLNnhj6IhSIU","Juice shop"
"A Tavola Restaurant & Wine Bar","4.5","762","3413 Veterans Memorial Blvd","Metairie","Louisiana","US","https://atavo.la/","(504) 577-2235","Restaurant","Bar","Family restaurant","Italian restaurant","Lunch restaurant","Takeout Restaurant","Pizza restaurant","Wine bar",,,"https://www.google.com/maps/search/?api=1&query=A%20Tavola%20Restaurant%20%26%20Wine%20Bar&query_place_id=ChIJ_Qt8QFOxIIYR4Yz67r_oiC0","Restaurant"
"Yakuza House","4.7","333","2740 Severn Ave","Metairie","Louisiana","US","http://www.yakuzahouse.com/","(504) 345-2031","Japanese restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Yakuza%20House&query_place_id=ChIJ3eljcHivIIYRb9uJKri2hPE","Japanese restaurant"
"Acme Oyster House","4.5","6544","3000 Veterans Blvd","Metairie","Louisiana","US","http://www.acmeoyster.com/metairie/","(504) 309-4056","Restaurant","Seafood restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Acme%20Oyster%20House&query_place_id=ChIJ77SQNSGwIIYRE3gnvRZgmzY","Restaurant"
"Habaneros Metairie","4.4","549","3413 Veterans Memorial Blvd","Metairie","Louisiana","US","https://www.habanerosrestaurants.co/metaire","(504) 381-4663","Mexican restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Habaneros%20Metairie&query_place_id=ChIJ-ymNA1KxIIYROWDxjsV5Ox8","Mexican restaurant"
"Kanno","4.8","446","3517 20th St","Metairie","Louisiana","US","http://www.kannosushi.com/","(504) 455-5730","Japanese restaurant","Asian restaurant","Sushi restaurant",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kanno&query_place_id=ChIJnXWvdzqwIIYRVd5yGcBlgS8","Japanese restaurant"
"Crazy Hotpot","4.5","749","3322 N Turnbull Dr","Metairie","Louisiana","US","http://crazyhotpotla.com/","(504) 571-5101","Restaurant","Asian restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Crazy%20Hotpot&query_place_id=ChIJ-6AjxZSxIIYRxRHx5gg8rtc","Restaurant"
"Girasoles restaurante","4.7","3","3503 Division Street","Metairie","Louisiana","US","https://usacommerx.top/details/girasoles-restaurante-ChIJCe0","(504) 410-2971","Fast food restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Girasoles%20restaurante&query_place_id=ChIJCe0YnDmwIIYRlTRSXSrV-ss","Fast food restaurant"
"T-Swirl Crêpe","4.7","244","3200 Severn Ave STE 106","Metairie","Louisiana","US","http://t-swirlcrepe.com/","(504) 354-8857","Dessert restaurant","Brunch restaurant","Creperie","Tea store",,,,,,,"https://www.google.com/maps/search/?api=1&query=T-Swirl%20Cr%C3%AApe&query_place_id=ChIJhWL3g-2xIIYRQq0sajmDZb0","Dessert restaurant"
"Parran's Poboys of Metairie","4.3","1319","3939 Veterans Blvd","Metairie","Louisiana","US","https://www.parranspoboys.com/","(504) 885-3416","Po’ boys restaurant","American restaurant","Cajun restaurant","Creole restaurant","Deli","Delivery service","Italian restaurant","Takeout Restaurant","Sandwich shop","Seafood restaurant","https://www.google.com/maps/search/?api=1&query=Parran's%20Poboys%20of%20Metairie&query_place_id=ChIJA0pfR0SwIIYRHo_76ZlDarc","Po’ boys restaurant"
"Carretas Grill","4.2","1185","2320 Veterans Blvd","Metairie","Louisiana","US","https://www.carretasgrill.com/","(504) 837-6696","Mexican restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Carretas%20Grill&query_place_id=ChIJXe4UTt-vIIYRVhAeZq4_asM","Mexican restaurant"
"La Costa Restaurant & Bar","4.2","227","2916 Cleary Ave","Metairie","Louisiana","US","https://www.facebook.com/p/La-Costa-Restaurant-and-Bar-100057418750810/","(504) 345-2019","Latin American restaurant","Honduran restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=La%20Costa%20Restaurant%20%26%20Bar&query_place_id=ChIJGXHMucaxIIYRnIDugrYf37M","Latin American restaurant"
"The Catch Seafood Restaurant- Metairie, Louisiana","4.6","271","3010 Cleary Ave","Metairie","Louisiana","US",,"(504) 407-3316","Seafood restaurant","American restaurant","Cajun restaurant",,,,,,,,"https://www.google.com/maps/search/?api=1&query=The%20Catch%20Seafood%20Restaurant-%20Metairie%2C%20Louisiana&query_place_id=ChIJiwEbZ0GwIIYR0qDcsMzJaa8","Seafood restaurant"
"Atomic Burger","4.3","1768","3934 Veterans Memorial Blvd","Metairie","Louisiana","US","http://theatomicburger.com/","(504) 276-5026","Hamburger restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Atomic%20Burger&query_place_id=ChIJA5O-LO6wIIYRV0oDIFlx3Bc","Hamburger restaurant"
"Fiery Crab Seafood Restaurant And Bar","4.3","1155","3330 Veterans Memorial Blvd","Metairie","Louisiana","US","http://www.fierycrab.com/","(504) 766-0900","Seafood restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Fiery%20Crab%20Seafood%20Restaurant%20And%20Bar&query_place_id=ChIJKclv_1-xIIYRGn7y8nC98gc","Seafood restaurant"
"Y.Fortune Restaurant","4.3","247","2916 Cleary Ave","Metairie","Louisiana","US","https://docs.google.com/document/d/1OmK0rfoDoz7zbSfJFPxGn26xvMqbvjy479hkxga236A/edit?usp=sharing","(504) 454-9005","Chinese restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Y.Fortune%20Restaurant&query_place_id=ChIJhcGmnkGwIIYR3E75bzOlgTg","Chinese restaurant"
"Outback Steakhouse","4.1","3643","2746 Severn Ave","Metairie","Louisiana","US","https://locations.outback.com/louisiana/metairie/2746-severn-avenue?utm_source=gmb&utm_medium=local_search&utm_campaign=website_cta&y_source=1_MTU1MDIxMTQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","(504) 455-6850","Steak house","American restaurant","Australian restaurant","Bar","Bar & grill","Gluten-free restaurant","Takeout Restaurant","Restaurant",,,"https://www.google.com/maps/search/?api=1&query=Outback%20Steakhouse&query_place_id=ChIJz8HoxjywIIYRlmKI2YclYhs","Steak house"
"Café Equator Thai Cuisine","4.3","695","2920 Severn Ave","Metairie","Louisiana","US","https://www.cafeequator.com/","(504) 666-9999","Restaurant","Thai restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Caf%C3%A9%20Equator%20Thai%20Cuisine&query_place_id=ChIJNXuxODuwIIYRQBGaOWBeLcs","Restaurant"
"NolaKorea Korean Restaurant","4.6","367","3120 Cleary Ave Suite A","Metairie","Louisiana","US",,"(504) 702-8811","Korean restaurant","Asian restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=NolaKorea%20Korean%20Restaurant&query_place_id=ChIJBULF5RCxIIYRRCz489fxwCI","Korean restaurant"
"Shake Shack Metairie","4.1","1396","3501 Veterans Memorial Blvd","Metairie","Louisiana","US","https://www.shakeshack.com/location/metairie-la?utm_source=google&utm_medium=listing","(504) 380-0279","Hamburger restaurant","American restaurant","Catering food and drink supplier","Caterer","Chicken restaurant","Dessert restaurant","Fast food restaurant","Lunch restaurant","Takeout Restaurant","Sandwich shop","https://www.google.com/maps/search/?api=1&query=Shake%20Shack%20Metairie&query_place_id=ChIJBx75PQSxIIYR4FObW35B0a4","Hamburger restaurant"
"Lee's Hamburgers","4.2","699","3516 Veterans Memorial Blvd","Metairie","Louisiana","US",,"(504) 381-5111","Hamburger restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lee's%20Hamburgers&query_place_id=ChIJDwL9YjuwIIYRKs7UFDWZfvY","Hamburger restaurant"
"Milano's Pizzeria","4.2","111","3002 Cleary Ave","Metairie","Louisiana","US","https://edwnerd.wixsite.com/milano-pizzeria","(504) 780-7500","Pizza restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Milano's%20Pizzeria&query_place_id=ChIJK1ZOLxOxIIYRII8Rv4yDD7M","Pizza restaurant"
"Mr. Ed's Oyster Bar & Fish House, Metairie","4.3","1408","3117 21st St","Metairie","Louisiana","US","http://mredsrestaurants.com/oyster-bar","(504) 833-6310","Oyster bar restaurant","Bar","Restaurant","Seafood restaurant",,,,,,,"https://www.google.com/maps/search/?api=1&query=Mr.%20Ed's%20Oyster%20Bar%20%26%20Fish%20House%2C%20Metairie&query_place_id=ChIJM5Wdkki3IIYRPKB1pf4D9N4","Oyster bar restaurant"
"El Quetzalito Mini Market Tienda y Restaurante","5","7","2916 Cleary Ave suit 4","Metairie","Louisiana","US","https://www.google.com/url?q=https://www.tiktok.com/discover/el-quetzalito-new-york&sa=U&ved=2ahUKEwj36Kyq65qRAxVumSYFHQqNM2kQFnoECE0QAQ&usg=AOvVaw2X4FqsTYxR6oigY7nmCSoR","(504) 333-3640","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=El%20Quetzalito%20Mini%20Market%20Tienda%20y%20Restaurante&query_place_id=ChIJp9l902KxIIYRXe7-1s5emhM","Restaurant"
"Frosty's Caffè - Metairie","4.7","412","3400 Cleary Ave","Metairie","Louisiana","US",,"(504) 888-9600","Vietnamese restaurant","Bubble tea store",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Frosty's%20Caff%C3%A8%20-%20Metairie&query_place_id=ChIJYcqtgEawIIYRnZLkFrnZaM4","Vietnamese restaurant"
